component,shared_mean,individual_mean,mixed_mean,shared_std,individual_std,mixed_std
avg_reward,2.487937651182476,2.2971467783576562,2.308635906169289,0.025463947215871283,0.024330954973580322,0.025015845618327738
reward_orbit,0.7394368491674724,0.7120399255501596,0.7140181143032877,0.0035028065309459814,0.0035458271674396542,0.003576042016729303
reward_cohesion,0.8201086709373876,0.7835616610552135,0.7884573167876193,0.002648063044144186,0.0011385880432940175,0.0010940468020281672
reward_spread,-0.08918167493845287,-0.1498282441967412,-0.13596767324366069,0.004874550231992474,0.0057710440903565394,0.005776791833189031
reward_isotropy,0.8239868063675729,0.798987079607813,0.7995538460580927,0.0011237220732653187,0.0009030022024485731,0.0007514638466859628
reward_too_far,0.727098651622471,0.7794314152316043,0.7843542757787203,0.015344245899601516,0.015790350567795097,0.016068724715529184
reward_too_close,0.018995519874519425,0.038506342098116875,0.036588476774723905,0.0008000322232906731,0.0005260540761051363,0.0005712927549329464
