arch,n_episodes_logged,mean,variance,min,max
individual,155,-0.09069209621558266,0.6386273898764208,-1.4220131635665894,0.980815589427948
shared,155,0.8172949385889355,0.18648828025509065,-0.9374492764472961,1.2141773700714111
mixed,155,-0.13211497427114555,0.6278065472719047,-1.2510366439819336,0.988085150718689
